index;time;minutes;hours;location;account;message;spellcheck_msg;cluster;label
35195;2020-04-09 15:10:00;5230;87;Downtown;CandidLBread;Help  Naomi and I are found  trying to find the disaster shelter ;Help Naomi and I are found trying to find the disaster shelter;22;SHELTER
35290;2020-04-09 15:16:00;5236;87;Palace Hills;Paul1987Gray;Flood and they someone is now in the scene of the accident who was the owner of the collapsed sewer line #GreatwasCan;Flood and they someone is now in the scene of the accident who was the owner of the collapsed sewer line # GreatwasCan;2;FLOODING
35528;2020-04-09 15:29:00;5249;87;Broadview;M24Verne;Help  Cidy and I are looking  trying to find the disaster shelter ;Help Cidy and I are looking trying to find the disaster shelter;22;SHELTER
35543;2020-04-09 15:30:00;5250;87;Palace Hills;AnnaBear42;Can t treat a busted arm if there s dangling wires everywhere   We need a new hospital ;Can't  treat a dusted arm if there s dangling wires everywhere he need a new hospital;60;MEDICAL
35950;2020-04-09 16:00:00;5280;88;Southwest;LGuapoGray;Sewer pipe broke  No wonder 3rd is collecting sewage  #GreatSewerCan;Sewer pipe broke No wonder 3rd is collecting sewage #GreatSCan;72;FLOOD
36017;2020-04-09 16:08:00;5288;88;Downtown;FearsLackeyCat;so the save changes and then suddenly  it hits the road home to eat andthen study someeee  blahhh he j ughhhhhhh  whateverrrr  ugh ;so the save changes and then suddenly it hits the road home to eat another study someone blahhh he j ughhhhhhh whateverrrr ugh;21;FOOD
36107;2020-04-09 16:17:00;5297;88;Broadview;RasoHorse49;Bricks  window frames  fence  EVERYTHING is falling off our house ;Bricks window frames fence EVERYTHING is falling off our house;1;"RESCUE;SHELTER"
36157;2020-04-09 16:23:00;5303;88;Broadview;FastPBowl75;Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair;Volunteers needed to participate in someone he structural integrity anything failure problems inspections damages defects testing repair;30;"VOLUNTEERS;INSPECTION"
36231;2020-04-09 16:35:00;5315;88;Scenic Vista;SmartGroseHouse83;Water wasoem high enoug h to cover soemome people soem porchesoem ;Water waste high enough to cover someone people some porches;18;FLOODING
36268;2020-04-09 16:43:00;5323;88;Terrapin Springs;ObnoxiousGCouch;say male cyclist struck near they something something On someone he they landslide  #somethingWaste;say male cycling struck near they something something in someone he they landslide a sthingWaste;6;RESCUE
36297;2020-04-09 16:48:00;5328;88;Southwest;WileyJamesCouch;I was in a horrible car accident this past they something something he it Marfplace with lots of people;I was in a horrible car accident this past they something something he it Marfplace with lots of people;6;RESCUE
36301;2020-04-09 16:50:00;5330;88;Southwest;CuriousCandyMary_Perla;say male cyclist struck near they something anyone and something they someone is now in the ambulance to the hospital;say male cycling struck near they something anyone and something they someone is now in the ambulance to the hospital;6;RESCUE
36326;2020-04-09 16:56:00;5336;88;Broadview;June_Forsythe53;Can t treat a broken foot if there s broken tiles everywhere   We need a new hospital ;Can't  treat a broken foot if there s broken times everywhere he need a new hospital;60;MEDICAL
36416;2020-04-09 17:23:00;5363;89;Cheddarford;Jeff_ThomasWhale1950;Help  Ti ana and I are leaving  trying to find the disaster shelter ;Help Tiana and I are leaving trying to find the disaster shelter;22;SHELTER
36427;2020-04-09 17:25:00;5365;89;Easton;FuriousKaneCar;Help  Sandra and I are wandering  trying to find the disaster shelter  #WinsSandraWaste;Help  Sandra and I are wandering  trying to find the disaster shelter  #WinsSandraWaste;65;SHELTER
36437;2020-04-09 17:27:00;5367;89;Terrapin Springs;FleetSpeerCouch;The pharmacy by the neighborhood s power is out ;The pharmacy by the neighborhood s power is out;24;POWER
36468;2020-04-09 17:39:00;5379;89;Southton;CleverCBanana;say male cyclist struck near they something something On someone he anyone removed   ag;say male cycling struck near they something something in someone he anyone removed a;6;RESCUE
36487;2020-04-09 17:46:00;5386;89;Weston;FearsBornOctopus;Could barely make it in to see my cousin  There were so many beds in the hallways ;Could barely make it in to see my cousin There were so many beds in the hallways;7;MEDICAL
36492;2020-04-09 17:46:00;5386;89;Weston;ObnoxiousJPlate;I was in a horrible car accident this past they something something he it Marfplace with lots of people;I was in a horrible car accident this past they something something he it Marfplace with lots of people;6;RESCUE
36556;2020-04-09 18:09:00;5409;90;Southton;Suzanne_RockwellWhale12;say male cyclist struck near they something anyone and something they someone is now in the ambulance to the scene ;say male cycling struck near they something anyone and something they someone is now in the ambulance to the scene;6;RESCUE
36638;2020-04-09 18:27:00;5427;90;Downtown;Alvin1988;I was in a horrible car accident this past they something anyone and something they landslide victims denied arseistance again;I was in a horrible car accident this past they something anyone and something they landslide victims denied assistance again;6;RESCUE
36648;2020-04-09 18:29:00;5429;90;Downtown;FastSandersCouch;The pharmacy by the Elementary School s power is out  #WinsSchoolsWonder;the pharmacy by the elementary school s power is out a WinsSsWonder;54;POWER
36702;2020-04-09 18:42:00;5442;90;Downtown;ObnoxiousEBanana2004;Can t treat a busted arm if there s broken tiles everywhere   We need some help at the hospital ;Can't  treat a dusted arm if there s broken times everywhere he need some help at the hospital;60;MEDICAL
36711;2020-04-09 18:44:00;5444;90;Safe Town;FuriousIcecreamKent;say male cyclist struck near they something something And anyone #Hatethey;say male cycling struck near they something something and anyone a Hatethey;6;RESCUE
36813;2020-04-09 19:17:00;5477;91;Southwest;DarkCandyMary_Moorehouse;I was in a horrible car accident this past they something anyone and something they someone but non life-threatening injuries k;I was in a horrible car accident this past they something anyone and something they someone but non life-threatening injuries k;6;RESCUE
36873;2020-04-09 19:32:00;5492;91;Oak Willow;DarkWCandy2003;say male cyclist struck near they something anyone and something they landslide victims denied arseistance again;say male cycling struck near they something anyone and something they landslide victims denied assistance again;6;RESCUE
36929;2020-04-09 19:46:00;5506;91;Weston;CleverBowlDavid_Petersen;I was in a horrible car accidenhtis htishis pashtis htishey somehtishing somehtishing On someone he htishey landslide  #FTWsomehtishing;I was in a horrible car accidents his past they something something in someone he they landslide #FTWsomehtishing;6;RESCUE
37240;2020-04-09 20:41:00;5561;92;Palace Hills;SmartSIcecream15;ALL of the telephone poles decided it was tiem for a nap ;ALL of the telephone poles decided it was tiem for a nap;8;COMMUNICATION
37251;2020-04-09 20:45:00;5565;92;Scenic Vista;Murray55;Saw a tree fall on a power line  Just like tat  the lights in my house blinked out  ;Saw a tree fall on a power line Just like tat the lights in my house blinked out;49;POWER
37295;2020-04-09 21:10:00;5590;93;Terrapin Springs;LazyIcecreamJoseph_Watkins;Help  Ocean and I are wandering  trying to find the disaster shelter ;Help Ocean and I are wandering trying to find the disaster shelter;22;SHELTER
37304;2020-04-09 21:16:00;5596;93;Downtown;CandidSimmonsBowl1962;Can t treat a busted leg if there s piles of brick everywhere   We need a hospital doctor ;Can't  treat a dusted leg if there s piles of brick everywhere he need a hospital doctor;60;MEDICAL
37325;2020-04-09 21:24:00;5604;93;Palace Hills;CuriousWBowl1999;Volunteers needed to participate in someone he anyone anyone it users download the he app for more information;volunteers needed to participate in someone he anyone anyone it users download the he pp for more information;58;"VOLUNTEERS;RESCUE"
37348;2020-04-09 21:34:00;5614;93;Palace Hills;FearsBenjaminMouse;I was in a horrible car accident this past they something something he it Marfplace with lots of people @RacesCathleenLion;I was in a horrible car accident this past they something something he it Marfplace with lots of people @RacesCathleenLion;18;RESCUE
37432;2020-04-09 22:24:00;5664;94;Old Town;CleverPlateVincent;Help  John and I are wandering  trying to find the disaster shelter ;Help John and I are wandering trying to find the disaster shelter;22;SHELTER
37447;2020-04-09 22:32:00;5672;94;Weston;O1955Palmer;I was in a horrible car accident this past they something anyone and something they someone but non life-threatening injuries k;I was in a horrible car accident this past they something anyone and something they someone but non life-threatening injuries k;6;RESCUE
37504;2020-04-09 23:15:00;5715;95;Downtown;WileyKyleCandy;I was in a horrible car accident this past they something anyone and something they landslide victims denied arseistance again;I was in a horrible car accident this past they something anyone and something they landslide victims denied assistance again;6;RESCUE
37556;2020-04-10 00:03:00;5763;96;Old Town;RunningTree;PHONE IS DYING  HELP ;PHONE IS DYING HELP;29;"COMMUNICATION;POWER"
37564;2020-04-10 00:04:00;5764;96;Cheddarford;RoseWyatt;My dance studio has collapsed  There are people who need help  Scurry;My dance studio has collapsed There are people who need help Scurry;14;RESCUE
37565;2020-04-10 00:04:00;5764;96;Old Town;OldTownGirl; Thought there were people coming to help  Not seeing anyone yet ;Thought there were people coming to help Not seeing anyone yet;27;RESCUE
37572;2020-04-10 00:05:00;5765;96;Old Town;WalkerTree;Help  sister is trapped in a building  her phone is dying  send help;Help sister is trapped in a building her phone is dying send help;14;RESCUE
37603;2020-04-10 00:10:00;5770;96;Safe Town;Runner23; Um  could we get someone @retiredfiremarshall to look at the nuke plant ;Um could we get someone @retiredfiremarshall to look at the nuke plant;18;NUCLEAR
37785;2020-04-10 00:30:00;5790;96;Safe Town;T2013Thomas;Everywhere we go for help  its a long line  Water  food  taarps  information  One line after another  There has to be a better way ;Everywhere we go for help its a long line. Water food tarps information. One line after another. There has to be a better way;60;"WATER;FOOD"
38103;2020-04-10 02:30:00;5910;98;<Location with-held due to contract>;FastArmstrongBowl65;Fire department has reponded to three separate incidents involving carbon monoxide poisoning  Do not use grills or similar to heat your home  Please be careful ;fire department has responded to three separate incidents involving carbon monoxide poisoning to not use trills or similar to heat your home please be careful;23;HEATING
38140;2020-04-10 03:11:00;5951;99;Broadview;kyle;@DerekNolan Broadview   theres no shelter;@ DerekNolan Broadview theres no shelter;65;SHELTER
38178;2020-04-10 03:23:00;5963;99;Weston;AmandaGuapoS;Disaster shelters are damaged  I can t sleep there ;Disaster shelters are damaged I can t sleep there;65;SHELTER
38330;2020-04-10 04:21:00;6021;100;Old Town;Gordon1985;I was in a horrible car accident this past they something something On someone he they Himark;I was in a horrible car accident this past they something something in someone he they remark;6;RESCUE
38352;2020-04-10 04:32:00;6032;100;Scenic Vista;WhatNowHow;Our apartment building just got hit with a mudslide that filled the garage  I need to rescue my Jansons luxury electric car ;Our apartment building just got hit with a mudslide that filled the garage I need to rescue my Jansons luxury electric car;14;RESCUE
38355;2020-04-10 04:34:00;6034;100;Pepper Mill;FrancineHiggins;WOW SOMEONE IS IN REAL NEED HERE PEOPLE #MakesItISWonder;WOW SOMEONE IS IN REAL NEED HERE PEOPLE # MakesItISWonder;72;RESCUE
38358;2020-04-10 04:34:00;6034;100;Pepper Mill;FrancineHiggins;LETS GET THIS PERSON SOME HELP;LETS GET THIS PERSON SOME HELP;29;RESCUE
38377;2020-04-10 04:37:00;6037;100;Chapparal;HurtsToPurr;  re  Our apartment building just got hit with a mudslide that filled the garage  I need to rescue my Jansons luxury electric car  #FirstWorldProblems;re Our apartment building just got hit with a mudslide that filled the garage I need to rescue my Jansons luxury electric car #FirstWorldProblems;14;RESCUE
38648;2020-04-10 05:16:00;6076;101;Weston;FleetBurchBanana;say male cyclist struck near they something anyone and something they someone is now in the scene of the accident who was the owner of the apocalypse  I called it ;say male cycling struck near they something anyone and something they someone is now in the scene of the accident who was the owner of the apocalypse a called it;6;RESCUE
38924;2020-04-10 06:09:00;6129;102;Oak Willow;FastMarcellaBread;Could barely make itghe in tgheo see my roommatghee  There were so many beds in tghehe hallways ;would barely make the in the see my roommate there were so many beds in there always;7;MEDICAL
38955;2020-04-10 06:18:00;6138;102;Southton;MilesBear56;Flood and they someone is now in the scene of the accident who was the owner of the collapsed sewer line;Flood and they someone is now in the scene of the accident who was the owner of the collapsed sewer line;2;FLOODING
38986;2020-04-10 06:30:00;6150;102;Northwest;BoyettDog1995;Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair they it near anyone involving an overturned vehicle  anyone use alternate roads #WinsparticipateWaste;Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair they it near anyone involving an overturned vehicle  anyone use alternate roads #WinsparticipateWaste;30;"VOLUNTEERS;INSPECTION"
39097;2020-04-10 07:17:00;6197;103;Downtown;HimarkGrocersAssc;We need to get roads open and the power turned back on to our stores and warehouses or we will run out of food  #Greatto;We need to get roads open and the power turned back on to our stores and warehouses or we will run out of food #Greatto;19;"TRANSPORTATION;POWER"
39125;2020-04-10 07:18:00;6198;103;Southwest;VanessaCorwin;Yesss food please;Yesss food please;10;FOOD
39127;2020-04-10 07:19:00;6199;103;Old Town;OldTownGirl; Yes  Please help with the roads in 3  My sister and I are running out of food and we need access to the grocery store ;Yes Please help with the roads in 3 My sister and I are running out of food and we need access to the grocery store;19;"FOOD;TRANSPORTATION"
39286;2020-04-10 07:31:00;6211;103;Old Town;RunningTree;brother and i need to survive;brother and i need to survive;54;RESCUE
39292;2020-04-10 07:32:00;6212;103;Southwest;VanessaCorwin;can you share please  Were getting hungry over here ;can you share please Were getting hungry over here;40;FOOD
39316;2020-04-10 07:32:00;6212;103;Oak Willow;ObnoxiousRueluasCandy;Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr ;Volunteers needed to participate in someone he structural integrity anything failure problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr;30;"VOLUNTEERS;INSPECTION"
39327;2020-04-10 07:33:00;6213;103;Downtown;FleetWilliamsCandy1967;Reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he;reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he;58;RESCUE
39337;2020-04-10 07:34:00;6214;103;Broadview;WileyVandykePlate1973;say male cyclist struck near they something something On someone he anyone removed   ag;say male cycling struck near they something something in someone he anyone removed a;6;RESCUE
39709;2020-04-10 07:54:00;6234;103;Weston;StevenHorse1965;Help  insurance and I are lost  trying to find the disaster shelter ;Help insurance and I are lost trying to find the disaster shelter;22;SHELTER
39993;2020-04-10 08:30:00;6270;104;Chapparal;GuapoTCouch36;Why do those neighborhoods get all the help we get nothing ;Why do those neighborhoods get all the help we get nothing;24;RESCUE
39997;2020-04-10 08:32:00;6272;104;Palace Hills;FleetHBowl;Help  Ivan and I are wandering  trying to find the disaster shelter ;Help Ivan and I are wandering trying to find the disaster shelter;22;SHELTER
40114;2020-04-10 09:02:00;6302;105;Southwest;VanessaCorwin;@AlwactualyysSactualyfePowerCompactualyny where actualyre you when we need you  You keep tactualylking but dont actualyctuactualylly do actualynything ;@AlwaysSafePowerCompany where are you when we need You you keep talking but dont actualy do anything;49;RESCUE
40149;2020-04-10 09:07:00;6307;105;Old Town;RunningTree;hungry;hungry;29;FOOD
40155;2020-04-10 09:08:00;6308;105;Oak Willow;CiloFlame;The food supply of my house just got STOLEN  Whoever it was  GO TO heck;The food supply of my house just got STOLEN Whoever it was GO TO heck;19;FOOD
40230;2020-04-10 09:16:00;6316;105;Oak Willow;F1969Neal;Help  John and I are wandering  trying to find the disaster shelter ;Help John and I are wandering trying to find the disaster shelter;22;SHELTER
40281;2020-04-10 09:21:00;6321;105;Easton;LazyWBanana;say male cyclist struck near they something anyone and something they someone is now in the ambulance to the hospital;say male cycling struck near they something anyone and something they someone is now in the ambulance to the hospital;6;RESCUE
40366;2020-04-10 09:27:00;6327;105;Palace Hills;Myron_AlvarezCat77;Disaster shelters are missing  I can t sleep there ;Disaster shelters are missing I can t sleep there;22;SHELTER
40409;2020-04-10 09:30:00;6330;105;<Location with-held due to contract>;AttentativeJLight;Superintendant  Schools will remain closed in the following nieghborhoods 3  8  9  10  14  17  We need more support from theCity before we can begin to consider reopening ;Superintendant Schools will remain closed in the following nieghborhoods 3 8 9 10 14 17 We need more support from the City before we can begin to consider reopening;61;SCHOOL
40410;2020-04-10 09:30:00;6330;105;East Parton;CandidTCandy;My manager is still missing  Why have they stopped digging people out of the ruble ;My manager is still missing Why have they stopped digging people out of the ruble;40;RESCUE
40708;2020-04-10 09:59:00;6359;105;Southwest;FamousWHouse;The pharmacy by the restaurant s power is out ;The pharmacy by the restaurant s power is out;52;POWER
40719;2020-04-10 10:00:00;6360;106;<Location with-held due to contract>;RunsLamonicaWhale;Healhteyh Deparhteymenhtey  We desperahteyely need hteyhe roads repaired in hteyhe neighborhoods where are hosphteyials are locahteyed  Medical supplies from hteyhe warehouse are only hteyrickle of whahtey hteyhey should ;Health Department: We desperately need the roads repaired in the neighborhoods where are hospitals are located Medical supplies from the warehouse are only trickle of what they should;24;TRANSPORTATION
40836;2020-04-10 10:25:00;6385;106;Southwest;BusyMHouse;Help  Georgina and I are found  trying to find the disaster shelter ;Help Georgina and I are found trying to find the disaster shelter;22;SHELTER
40862;2020-04-10 10:29:00;6389;106;Palace Hills;Joan_DeponteLion23;Help  Alexis and I are lost  trying to find the disaster shelter ;Help Alexis and I are lost trying to find the disaster shelter;22;SHELTER
40866;2020-04-10 10:30:00;6390;106;Northwest;WileyRandallIcecream;St  Himark Grocery arseociation  We need more resources devoted to getting the roads and natural gas system repaired  Out stores feed most of the city and right now we cant keep the shelves stocked because supply trucks are held up in traffic ;St Himark Grocery association: We need more resources devoted to getting the roads and natural gas system repaired Out stores feed most of the city and right now we cant keep the shelves stocked because supply trucks are held up in traffic;61;"TRANSPORTATION;GAS"
40909;2020-04-10 10:37:00;6397;106;Palace Hills;Willie_Mclaughlin1969;Volunteers needed to participate in someone he anyone removed   ag;Volunteers needed to participate in someone he anyone removed ag;18;"VOLUNTEERS;RESCUE"
41007;2020-04-10 10:51:00;6411;106;Cheddarford;TallThompsonCouch;I was in a horrible car accident this past they something anyone and something they someone is now in the scene of the sea the call of gulls and a nuclear reactor fuel rods are 2 very different creatures ;I was in a horrible car accident this past they something anyone and something they someone is now in the scene of the sea the call of gully and a nuclear reactor fuel rods are 2 very different creatures;6;RESCUE
41017;2020-04-10 10:53:00;6413;106;Southwest;LovesEileenBear;Help  insurance and I are found  trying to find the disaster shelter ;Help insurance and I are found trying to find the disaster shelter;22;SHELTER
41070;2020-04-10 11:00:00;6420;107;Old Town;BarryB;Everywhere we go for help  we have to wait in line  Bottled water  tarps  food  or information  One line after another  There has to be a better way ;Everywhere we go for help  we have to wait in line  Bottled water  tarps  food  or information  One line after another  There has to be a better way ;60;"WATER;FOOD"
41071;2020-04-10 11:00:00;6420;107;Safe Town;Oconnor83;We need our power back on  I realize folks downtown and shopping district had first priority but now its our turn ;We need our power back on I realize folks downtown and shopping district had first priority but now its our turn;61;POWER
41096;2020-04-10 11:04:00;6424;107;Old Town;WalkerTree;we can t move this is our home  we must help rebuild  this only builds character #MakesItcantWonder;we can t move this is our home  we must help rebuild  this only builds character #MakesItcantWonder;72;SHELTER
41240;2020-04-10 11:20:00;6440;107;Pepper Mill;CandidBIcecream;Disaster shelters are burned  I can t sleep there ;Disaster shelters are burned I can t sleep there;22;SHELTER
41347;2020-04-10 11:30:00;6450;107;Oak Willow;DarkHCandy2018;Our power is out and so is my sisters neighborhood  We have already had 4 burglaries of homes  If any gets injured or killed we will put the blame right at the Mayor s feet  We need more police too ;Our power is out and so is my sisters neighborhood We have already had 4 burglaries of homes If any gets injured or killed we will put the blame right at the Mayor s feet We need more police too;24;"POWER;POLICE"
41407;2020-04-10 11:37:00;6457;107;Downtown;FuriousCouchRobert_Kroll;Volunteers needed to participate in someone he structural integrity something failure  inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr ;volunteers needed to participate in someone he structural integrity something failure inspection damages defects testing repair they it crews have evacuated up to 30 passengers who were tr;30;"VOLUNTEERS;INSPECTION"
41440;2020-04-10 11:40:00;6460;107;Weston;Eric52Bledsoe;say male cyclist struck near they something something he it something To someone something she something #cyclistWonder;say male cycling struck near they something something he it something to someone something she something a cyclistWonder;6;RESCUE
41460;2020-04-10 11:43:00;6463;107;Old Town;David_Mcgrath1966;say male cyclist struck near they something anyone and something they landslide victims denied arseistance again;say male cycling struck near they something anyone and something they landslide victims denied assistance again;6;RESCUE
41465;2020-04-10 11:44:00;6464;107;Southwest;JohnAttentativeB;Help  Bianca and I are leaving  trying to find the disaster shelter ;Help  Bianca and I are leaving  trying to find the disaster shelter ;22;SHELTER
41486;2020-04-10 11:46:00;6466;107;Southwest;WatchesEgglestonOctopus;Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair they it #Hateto;Volunteers needed to participate in someone he structural integrity anything failure problems inspections damages defects testing repair they it #Hateto;30;"VOLUNTEERS;INSPECTION"
41499;2020-04-10 11:47:00;6467;107;Chapparal;Chappie;We need help  The old theadnter in our adnreadn colladnpsed adnnd we adnre trying to rescue people who adnre tradnpped  The rescue teadnms adnre spreadnd thin  We need people  shovels  tadnrps adnnd portadnble generadntors adnnd lights  Let us know whadnt you cadnn provide ;We need help the old theater in our again collapsed and we adore trying to rescue people who adore trapped. The rescue teams are spread thin. We need people shovel tarps and portable generators and lights. Let us know what you can provide;14;RESCUE
41523;2020-04-10 11:50:00;6470;107;Broadview;kyle;guys we have no water and mittens and i have been drinking out of the toilet tank pls help;guys we have no water and mittens and i have been drinking out of the toilet tank pls help;41;"WATER;HEATING"
41566;2020-04-10 11:55:00;6475;107;Pepper Mill;CleverGLight;Volunteers needed to participate in someone he structural integrity something failure  inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr ;volunteers needed to participate in someone he structural integrity something failure inspection damages defects testing repair they it crews have evacuated up to 30 passengers who were tr;30;"VOLUNTEERS;INSPECTION"
41597;2020-04-10 11:59:00;6479;107;Oak Willow;Joel_CoxOctopus30;Voluntyheeers needed tyheo partyheicipatyhee in someone he tyhehey landslide ;volunteers needed the participate in someone he they landslide;18;"VOLUNTEERS;RESCUE"
