id,time,minutes,hours,location,account,message,spellcheck_msg,cleaned_msg,cluster,label
34936,2020-04-09 14:39:00,5199,86,Northwest,LazyMCar,Flood and they someone is now in the scene of the apocalypse  I called it ,Flood and they someone is now in the scene of the apocalypse I called it,Flood someone scene apocalypse I called,14,FLOODING
34938,2020-04-09 14:39:00,5199,86,Scenic Vista,James2001,Streets are already flooded  Itd better not rain ,Streets are already flooded Itd better not rain,Streets already flooded Itd better rain,21,FLOODING
34946,2020-04-09 14:40:00,5200,86,Chapparal,Nicholas81Svec,Help  Sandra and I are wandering  trying to find the disaster shelter ,Help Sandra and I are wandering trying to find the disaster shelter,Help Sandra I wandering trying find disaster shelter,22,SHELTER
34958,2020-04-09 14:42:00,5202,86,West Parton,SarahFamousM,Volunteersomene needed to participate in someneomeone he somenetructural integrity someneomething failure  insomenepectionsomene damagesomene defectsomene tesomeneting repair they it crewsomene have evacuated up to 30 parsomeneeengersomene who were tr  #MakesItVolunteersomeneWaste,volunteers needed to participate in someone he structural integrity something failure inspection damages defects testing repair they it crews have evacuated up to 30 passengers who were tr #MakesItVolunteersomeneWaste,volunteers needed participate someone structural integrity something failure inspection damages defects testing repair crews evacuated 30 passengers tr MakesItVolunteersWaste,30,VOLUNTEERS;INSPECTION
34961,2020-04-09 14:42:00,5202,86,Pepper Mill,CleverLightDeno,Is the water we re walking through contaminated ,Is the water we re walking through contaminated,Is water walking contaminated,41,WATER
34962,2020-04-09 14:42:00,5202,86,Weston,SutherlandDog42,Rolling sandunes the gentle lapping of the accident who was the owner of the building jsutust collapsed  she everyone is ok ,Rolling sandunes the gentle lapping of the accident who was the owner of the building just collapsed she everyone is ok,Rolling sandunes gentle lapping accident owner building jsutust collapsed everyone ok,66,COLLAPSED
34963,2020-04-09 14:42:00,5202,86,Broadview,LovesRichard_CiaburriMouse,anything they something something On someone he structural integrity something failure  inspections damages defects testing repair they it he grew 4 5  between 2013 and 2014,anything they something something in someone he structural integrity something failure inspection damages defects testing repair they it he grew 4 5 between 201 and 201,anything something something someone structural integrity something failure inspection damages defects testing repair grew 4 5 201 201,30,COLLAPSED
34964,2020-04-09 14:42:00,5202,86,Easton,Elizabeth_Williams73,Volunteers needed to participate in someone he structural integrity something failure  inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr  #FTWdamagesCan,Volunteers needed to participate in someone he structural integrity something failure  inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr  #FTWdamagesCan,volunteers needed participate someone structural integrity something failure inspection damages defects testing repair crews evacuated 30 passengers tr FTWdCan,30,VOLUNTEERS;INSPECTION
35025,2020-04-09 14:51:00,5211,86,Palace Hills,AlinaDog1974,Can t treat a busted arm if there s dangling wires everywhere   We need a new hospital ,Can't  treat a dusted arm if there s dangling wires everywhere he need a new hospital,treat dusted arm dangling wires everywhere need new hospital,60,MEDICAL
35032,2020-04-09 14:52:00,5212,86,Palace Hills,L93Schneider,A lot of glarse windows were blown to pietces ,A lot of glarse windows were blown to pietces,A lot glarse windows blown pietces,21,SHELTER
35042,2020-04-09 14:53:00,5213,86,Terrapin Springs,BusyBowlMary,Volunteers needed to participate in someone he anyone anyone it anything they something something On someone he #they,volunteers needed to participate in someone he anyone anyone it anything they something something in someone he #they,volunteers needed participate someone anyone anyone anything something something someone,6,VOLUNTEERS;RESCUE
35068,2020-04-09 14:57:00,5217,86,Safe Town,WieldsMattoc,The gas station by the Elementary School is out of power ,The gas station by the Elementary School is out of power,The gas station Elementary School power,52,POWER
35099,2020-04-09 15:01:00,5221,87,Palace Hills,RodriguezBird2,Rolling sandunes tghehe gentghele lapping of tghehe building justghe collapsed  she everyone is ok ,rolling sandunes there gentle tapping of there building justice collapsed she everyone is ok,rolling sandunes gentle tapping building justice collapsed everyone ok,66,COLLAPSED
35140,2020-04-09 15:06:00,5226,87,West Parton,OrtizMouse82,Apparently part of the accident weasho weasas the oweasner of the collapsed seweaser line,apparently part of the accident wash ceases the owner of the collapsed sewer line,apparently part accident wash ceases owner collapsed fewer line,2,SEWER
35150,2020-04-09 15:07:00,5227,87,Palace Hills,FleetHBowl,I was in a horrible car accident this past they something something On someone he they landslide ,I was in a horrible car accident this past they something something in someone he they landslide,horrible car accident past something something someone landslide,6,RESCUE
35195,2020-04-09 15:10:00,5230,87,Downtown,CandidLBread,Help  Naomi and I are found  trying to find the disaster shelter ,Help Naomi and I are found trying to find the disaster shelter,Help Naomi I found trying find disaster shelter,22,SHELTER
35206,2020-04-09 15:11:00,5231,87,West Parton,FastLightWilliam,anything they anyone anything trees down o on house on someone he structural integrity something failure  inspections damages defects testing repair they it bound approaching he anyone removed   ag,anything they anyone anything trees down o on house on someone he structural integrity something failure inspection damages defects testing repair they it bound approaching he anyone removed a,anything anyone anything trees house someone structural integrity something failure inspection damages defects testing repair bound approaching anyone removed,30,COLLAPSED
35227,2020-04-09 15:13:00,5233,87,Easton,FleetPlateHugh_Figueras,Water is up to my knees  Great  #FTWGreatCan,Water is up to my knees  Great  #FTWGreatCan,later knees great FTWGCan,43,FLOODING
35290,2020-04-09 15:16:00,5236,87,Palace Hills,Paul1987Gray,Flood and they someone is now in the scene of the accident who was the owner of the collapsed sewer line #GreatwasCan,Flood and they someone is now in the scene of the accident who was the owner of the collapsed sewer line #GreatwasCan,Flood someone scene accident owner collapsed sewer line #GreatwasCan,2,FLOODING
35323,2020-04-09 15:18:00,5238,87,West Parton,LazyBBowl1988,At least the power line didn t fall on top of our car ,At least the power line didn t fall on top of our car,At least power line fall top car,12,POWER
35505,2020-04-09 15:28:00,5248,87,Southwest,Joseph4Wilson,My friend worked in the High School that collapsed and isn t answering their phone  Tell them to call me if you see them ,My friend worked in the high school that collapsed and isn t answering their phone well them to call me if you see them,friend worked high school collapsed answering phone well call see,59,MISSING;COLLAPSED
35528,2020-04-09 15:29:00,5249,87,Broadview,M24Verne,Help  Cidy and I are looking  trying to find the disaster shelter ,Help Cidy and I are looking trying to find the disaster shelter,Help Cidy I looking trying find disaster shelter,22,SHELTER
35543,2020-04-09 15:30:00,5250,87,Palace Hills,AnnaBear42,Can t treat a busted arm if there s dangling wires everywhere   We need a new hospital ,Can't  treat a dusted arm if there s dangling wires everywhere he need a new hospital,treat dusted arm dangling wires everywhere need new hospital,60,MEDICAL
35722,2020-04-09 15:42:00,5262,87,Scenic Vista,ObnoxiousSwindellCandy73,Roads are crumbling  but at least they re still dry ,Roads are crumbling but at least they re still dry,Roads crumbling least still dry,53,ROAD
35783,2020-04-09 15:47:00,5267,87,Southton,F71Halfhill,anything they anyone anything trees down o on house on someone he structural integrity something failure  inspections damages defects testing repair they it,anything they anyone anything trees down o on house on someone he structural integrity something failure inspection damages defects testing repair they it,anything anyone anything trees house someone structural integrity something failure inspection damages defects testing repair,30,COLLAPSED
35831,2020-04-09 15:50:00,5270,87,Palace Hills,WileyMBread,Hospital has piles of brick  EEEEEEK ,Hospital has piles of brick EEEEEEK,Hospital piles brick EEEEEEK,60,HOSPITAL
35950,2020-04-09 16:00:00,5280,88,Southwest,LGuapoGray,Sewer pipe broke  No wonder 3rd is collecting sewage  #GreatSewerCan,Sewer pipe broke No wonder 3rd is collecting sewage #GreatSCan,fewer pipe broke wonder 3rd collecting senate GreatSCan,72,FLOOD
35999,2020-04-09 16:06:00,5286,88,Southton,CuriousSBread,Building stehyructehyural intehyegritehyy anytehyhing failure  problems inspectehyions damages defectehys tehyestehying repair tehyhey itehy bound approaching he anyone removed   ag,building structural integrity anything failure problems inspection damages defects testing repair they itchy bound approaching he anyone removed a,building structural integrity anything failure problems inspection damages defects testing repair itchy bound approaching anyone removed,30,COLLAPSED
36011,2020-04-09 16:07:00,5287,88,Scenic Vista,Denise2018S,Rolling sandunes the gentle lapping of the accident who was the owner of the collapsed sewer line,Rolling sandunes the gentle lapping of the accident who was the owner of the collapsed sewer line,Rolling sandunes gentle lapping accident owner collapsed sewer line,66,SEWER
36017,2020-04-09 16:08:00,5288,88,Downtown,FearsLackeyCat,so the save changes and then suddenly  it hits the road home to eat andthen study someeee  blahhh he j ughhhhhhh  whateverrrr  ugh ,so the save changes and then suddenly it hits the road home to eat another study someone blahhh he j ughhhhhhh whateverrrr ugh,save changes suddenly hits road home eat another study someone blahhh j ughhhhhhh whateverrrr ugh,21,FOOD
36107,2020-04-09 16:17:00,5297,88,Broadview,RasoHorse49,Bricks  window frames  fence  EVERYTHING is falling off our house ,Bricks window frames fence EVERYTHING is falling off our house,Bricks window frames fence EVERYTHING falling house,1,RESCUE;SHELTER
36130,2020-04-09 16:20:00,5300,88,Pepper Mill,LazyWilliamsCar7,Almost like the road had a mini avalanche  ,Almost like the road had a mini avalanche,Almost like road mini avalanche,29,ROAD
36157,2020-04-09 16:23:00,5303,88,Broadview,FastPBowl75,Volunteers needed to participate in someone he structural integrity anything failure  problems inspections damages defects testing repair,Volunteers needed to participate in someone he structural integrity anything failure problems inspections damages defects testing repair,Volunteers needed participate someone structural integrity anything failure problems inspections damages defects testing repair,30,VOLUNTEERS;INSPECTION
36174,2020-04-09 16:26:00,5306,88,East Parton,AttentativeRBowl,Flood and they someone is now in the scene of the accident who was the owner of the accident who was the owner of the building across the street,blood and they someone is now in the scene of the accident who was the owner of the accident who was the owner of the building across the street,blood someone scene accident owner accident owner building across street,66,MEDICAL
36209,2020-04-09 16:33:00,5313,88,Northwest,Peter79Woodruff,Not sure if I can open my car door without water seeping in ,Not sure if I can open my car door without water seeping in,Not sure I open car door without water seeping,51,FLOODING
36231,2020-04-09 16:35:00,5315,88,Scenic Vista,SmartGroseHouse83,Water wasoem high enoug h to cover soemome people soem porchesoem ,Water waste high enough to cover someone people some porches,later washed high enough h cover someone people porches,18,FLOODING
36268,2020-04-09 16:43:00,5323,88,Terrapin Springs,ObnoxiousGCouch,say male cyclist struck near they something something On someone he they landslide  #somethingWaste,say male cycling struck near they something something in someone he they landslide a sthingWaste,say male cycling struck near something something someone landslide sthingWaste,6,RESCUE
36276,2020-04-09 16:45:00,5325,88,East Parton,FamousSteveCar,anything they anyone anything trees down o on house on someone he structural integrity something failure  inspections damages defects testing repair they it bound approaching he anyone removed   ag,anything they anyone anything trees down o on house on someone he structural integrity something failure inspection damages defects testing repair they it bound approaching he anyone removed a,anything anyone anything trees house someone structural integrity something failure inspection damages defects testing repair bound approaching anyone removed,30,COLLAPSED
36297,2020-04-09 16:48:00,5328,88,Southwest,WileyJamesCouch,I was in a horrible car accident this past they something something he it Marfplace with lots of people,I was in a horrible car accident this past they something something he it Marfplace with lots of people,horrible car accident past something something Marfplace lots people,6,RESCUE
36301,2020-04-09 16:50:00,5330,88,Southwest,CuriousCandyMary_Perla,say male cyclist struck near they something anyone and something they someone is now in the ambulance to the hospital,say male cycling struck near they something anyone and something they someone is now in the ambulance to the hospital,say male cycling struck near something anyone something someone ambulance hospital,6,RESCUE
36307,2020-04-09 16:51:00,5331,88,Downtown,Maultsby79,Large sinkhole swallows entehyire pond in someone he stehyructehyural intehyegritehyy sometehyhing failure  inspectehyions damages defectehys tehyestehying repair tehyhey itehy near anyone involving an overtehyurned vehicle  anyone use altehyernatehye roads,large sinkhole swallow entire pond in someone he structural integrity something failure inspection damages defects testing repair they itchy near anyone involving an overturned vehicle anyone use alternate roads,large sinkhole swallow entire pond someone structural integrity something failure inspection damages defects testing repair itchy near anyone involving overturned vehicle anyone use alternate roads,30,ROAD
36326,2020-04-09 16:56:00,5336,88,Broadview,June_Forsythe53,Can t treat a broken foot if there s broken tiles everywhere   We need a new hospital ,Can't  treat a broken foot if there s broken times everywhere he need a new hospital,treat broken foot broken times everywhere need new hospital,60,MEDICAL
36346,2020-04-09 17:01:00,5341,89,<Location with-held due to contract>,Norst,Are they going to bill us for this leak  I am not paying ,Are they going to bill us for this leak I am not paying,Are going bill us leak I paying,74,GAS
36380,2020-04-09 17:12:00,5352,89,Southton,CleverCCouch,Building structural integrity something failure  inspections damages defects testing repair they it he she something it,building structural integrity something failure inspection damages defects testing repair they it he she something it,building structural integrity something failure inspection damages defects testing repair something,30,COLLAPSED
36416,2020-04-09 17:23:00,5363,89,Cheddarford,Jeff_ThomasWhale1950,Help  Ti ana and I are leaving  trying to find the disaster shelter ,Help Tiana and I are leaving trying to find the disaster shelter,Help Ti ana I leaving trying find disaster shelter,22,SHELTER
36421,2020-04-09 17:24:00,5364,89,Terrapin Springs,LoreneLazyLea,Not sure if I can open my car door without water seeping in ,Not sure if I can open my car door without water seeping in,Not sure I open car door without water seeping,51,FLOODING
36427,2020-04-09 17:25:00,5365,89,Easton,FuriousKaneCar,Help  Sandra and I are wandering  trying to find the disaster shelter  #WinsSandraWaste,Help  Sandra and I are wandering  trying to find the disaster shelter  #WinsSandraWaste,help andre wandering trying find disaster shelter WinsSWaste,65,SHELTER
36435,2020-04-09 17:27:00,5367,89,Broadview,FleetPeaceIcecream,Not sure if I can open my car door without water seeping in ,Not sure if I can open my car door without water seeping in,Not sure I open car door without water seeping,51,FLOODING
36437,2020-04-09 17:27:00,5367,89,Terrapin Springs,FleetSpeerCouch,The pharmacy by the neighborhood s power is out ,The pharmacy by the neighborhood s power is out,The pharmacy neighborhood power,24,POWER
36452,2020-04-09 17:33:00,5373,89,Safe Town,FleetBowlChris_Ellis,Large sinkhole swallows entire pond in someone he anyone anyone it anything they something anyone and something they someone is now in effect  they safe everyone ,large sinkhole swallow entire pond in someone he anyone anyone it anything they something anyone and something they someone is now in effect they safe everyone,large sinkhole swallow entire pond someone anyone anyone anything something anyone something someone effect safe everyone,73,ROAD
36461,2020-04-09 17:36:00,5376,89,Northwest,CandidWidenLight1992,Lot of schisms and holes in the road  Watch your step ,Lot of schisms and holes in the road Watch your step,Lot schisms holes road Watch step,21,TRANSPORTATION
36468,2020-04-09 17:39:00,5379,89,Southton,CleverCBanana,say male cyclist struck near they something something On someone he anyone removed   ag,say male cycling struck near they something something in someone he anyone removed a,say male cycling struck near something something someone anyone removed,6,RESCUE
36487,2020-04-09 17:46:00,5386,89,Weston,FearsBornOctopus,Could barely make it in to see my cousin  There were so many beds in the hallways ,Could barely make it in to see my cousin There were so many beds in the hallways,Could barely make see cousin There many beds hallways,7,MEDICAL
36492,2020-04-09 17:46:00,5386,89,Weston,ObnoxiousJPlate,I was in a horrible car accident this past they something something he it Marfplace with lots of people,I was in a horrible car accident this past they something something he it Marfplace with lots of people,horrible car accident past something something Marfplace lots people,6,RESCUE
36527,2020-04-09 17:58:00,5398,89,East Parton,CandidTCandy,Building structural integrity anything failure  problems inspections damages defects testing repair they it he grew 4 5  between 2013 and 2014,Building structural integrity anything failure problems inspections damages defects testing repair they it he grew 4 5 between 2013 and 2014,Building structural integrity anything failure problems inspections damages defects testing repair grew 4 5 2013 2014,30,COLLAPSED
36535,2020-04-09 18:01:00,5401,90,Southton,WileyCCar,So much water ,So much water,So much water,13,FLOODING
36537,2020-04-09 18:03:00,5403,90,Broadview,DarkHIcecream,My manager worked in the Elementary School that collapsed and isn t answering their phone  Tell them to call me if you see them ,My manager worked in the Elementary School that collapsed and isn t answering their phone  Tell them to call me if you see them ,manager worked elementary school collapsed answering phone well call see,59,MISSING;COLLAPSED
36543,2020-04-09 18:05:00,5405,90,Southton,CandidMartinLight19,There were some really beautiful old buildings  Now they re rubble ,There were some really beautiful old buildings Now they re rubble,There really beautiful old buildings Now rubble,14,REPAIR
36556,2020-04-09 18:09:00,5409,90,Southton,Suzanne_RockwellWhale12,say male cyclist struck near they something anyone and something they someone is now in the ambulance to the scene ,say male cycling struck near they something anyone and something they someone is now in the ambulance to the scene,say male cycling struck near something anyone something someone ambulance scene,6,RESCUE
36557,2020-04-09 18:09:00,5409,90,West Parton,CandidJanetBanana,There s a great big pit on the side of the raod  No thanks ,There s a great big pit on the side of the raod No thanks,There great big pit side raod No thanks,19,ROAD
36621,2020-04-09 18:23:00,5423,90,Southton,CandidVillarrealIcecream,Building structural integrity something failure  inspections damages defects testing repair they it near anyone involving an overturned vehicle  anyone use alternate roads,building structural integrity something failure inspection damages defects testing repair they it near anyone involving an overturned vehicle anyone use alternate roads,building structural integrity something failure inspection damages defects testing repair near anyone involving overturned vehicle anyone use alternate roads,30,COLLAPSED
36638,2020-04-09 18:27:00,5427,90,Downtown,Alvin1988,I was in a horrible car accident this past they something anyone and something they landslide victims denied arseistance again,I was in a horrible car accident this past they something anyone and something they landslide victims denied assistance again,horrible car accident past something anyone something landslide victims denied assistance,6,RESCUE
36647,2020-04-09 18:29:00,5429,90,Terrapin Springs,DFamousChaplin,Rolling sandunes the gentle lapping of the building just collapsed  she everyone is ok ,Rolling sandunes the gentle lapping of the building just collapsed she everyone is ok,Rolling sandunes gentle lapping building collapsed everyone ok,66,COLLAPSED
36648,2020-04-09 18:29:00,5429,90,Downtown,FastSandersCouch,The pharmacy by the Elementary School s power is out  #WinsSchoolsWonder,the pharmacy by the elementary school s power is out a WinsSsWonder,pharmacy elementary school power WinsSsWonder,54,POWER
36661,2020-04-09 18:32:00,5432,90,Northwest,FamousJCar,Mud is getting splattered all over the place ,Mud is getting splattered all over the place,Mud getting splattered place,49,FLOODING
36675,2020-04-09 18:36:00,5436,90,Oak Willow,SmartCBanana1959,Apparently part of the accident who was the owner of the building just collapsed  she everyone is ok ,Apparently part of the accident who was the owner of the building just collapsed she everyone is ok,Apparently part accident owner building collapsed everyone ok,66,COLLAPSED
36702,2020-04-09 18:42:00,5442,90,Downtown,ObnoxiousEBanana2004,Can t treat a busted arm if there s broken tiles everywhere   We need some help at the hospital ,Can't  treat a dusted arm if there s broken times everywhere he need some help at the hospital,treat dusted arm broken times everywhere need help hospital,60,MEDICAL
36705,2020-04-09 18:42:00,5442,90,Scenic Vista,FleetBowlMark,There s a great big pit on the side of the raod  No thanks ,There s a great big pit on the side of the raod No thanks,There great big pit side raod No thanks,19,ROAD
36711,2020-04-09 18:44:00,5444,90,Safe Town,FuriousIcecreamKent,say male cyclist struck near they something something And anyone #Hatethey,say male cycling struck near they something something and anyone a Hatethey,say male cycling struck near something something anyone Hatethey,6,RESCUE
36746,2020-04-09 18:55:00,5455,90,Weston,TallJBanana,Apparently part of the accident who was the owner of the sea the call of gulls and a nuclear reactor fuel rods are 2 very different creatures ,apparently part of the accident who was the owner of the sea the call of gully and a nuclear reactor fuel rods are 2 very different creatures,apparently part accident owner sea call gully nuclear reactor fuel rods 2 different creatures,2,NUCLEAR
36747,2020-04-09 18:55:00,5455,90,Safe Town,DFuriousD,NEWS  2 injured in school bus crash in anything - How Many he Have an Plan ,NEWS 2 injured in school bus crash in anything - How Many he Have an Plan,NEWS 2 injured school bus crash anything - How Many Have Plan,15,MEDICAL
36813,2020-04-09 19:17:00,5477,91,Southwest,DarkCandyMary_Moorehouse,I was in a horrible car accident this past they something anyone and something they someone but non life-threatening injuries k,I was in a horrible car accident this past they something anyone and something they someone but non life-threatening injuries k,horrible car accident past something anyone something someone non life-threatening injuries k,6,RESCUE
36821,2020-04-09 19:19:00,5479,91,Southwest,K1972Maynard,Large sinkhole swallows entire pond in someone anything drill simulating earthquakes and flood disasters,Large sinkhole swallows entire pond in someone anything drill simulating earthquakes and flood disasters,Large sinkhole swallows entire pond someone anything drill simulating earthquakes flood disasters,18,ROAD
36847,2020-04-09 19:28:00,5488,91,Downtown,D2014Duran,Large sinkhole swallows entire pond in someone he structural integrity something failure  inspections damages defects testing repair they it,large sinkhole swallow entire pond in someone he structural integrity something failure inspection damages defects testing repair they it,large sinkhole swallow entire pond someone structural integrity something failure inspection damages defects testing repair,30,ROAD
36873,2020-04-09 19:32:00,5492,91,Oak Willow,DarkWCandy2003,say male cyclist struck near they something anyone and something they landslide victims denied arseistance again,say male cycling struck near they something anyone and something they landslide victims denied assistance again,say male cycling struck near something anyone something landslide victims denied assistance,6,RESCUE
36882,2020-04-09 19:35:00,5495,91,West Parton,Wright1961,Large sinkhole swallows entire pond in someone he structural integrity anything failure  problems inspections damages defects testing repair,Large sinkhole swallows entire pond in someone he structural integrity anything failure problems inspections damages defects testing repair,Large sinkhole swallows entire pond someone structural integrity anything failure problems inspections damages defects testing repair,30,ROAD
36891,2020-04-09 19:38:00,5498,91,Oak Willow,CuriousJBread,anything they something something On someone he structural integrity anything failure  problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr ,anything they something something in someone he structural integrity anything failure problems inspection damages defects testing repair they it crews have evacuated up to 30 passengers who were tr,anything something something someone structural integrity anything failure problems inspection damages defects testing repair crews evacuated 30 passengers tr,30,COLLAPSED
36903,2020-04-09 19:41:00,5501,91,Downtown,DarkArchieIcecream,Apparently part of the accident who was the owner of the building just collapsed  she everyone is ok ,Apparently part of the accident who was the owner of the building just collapsed she everyone is ok,Apparently part accident owner building collapsed everyone ok,66,COLLAPSED
36929,2020-04-09 19:46:00,5506,91,Weston,CleverBowlDavid_Petersen,I was in a horrible car accidenhtis htishis pashtis htishey somehtishing somehtishing On someone he htishey landslide  #FTWsomehtishing,I was in a horrible car accidents his past they something something in someone he they landslide #FTWsomehtishing,horrible car accidents past something something someone landslide FTWsomehhing,6,RESCUE
36946,2020-04-09 19:49:00,5509,91,Cheddarford,ObnoxiousLCar,Large sinkhole swallows entire pond in someone he structural integrity something failure  inspections damages defects testing repair,large sinkhole swallow entire pond in someone he structural integrity something failure inspection damages defects testing repair,large sinkhole swallow entire pond someone structural integrity something failure inspection damages defects testing repair,30,ROAD
36953,2020-04-09 19:50:00,5510,91,Southton,HoldsShinLion,anything they anyone anything trees down o on house on someone he structural integrity anything failure  problems inspections damages defects testing repair,anything they anyone anything trees down o on house on someone he structural integrity anything failure problems inspection damages defects testing repair,anything anyone anything trees house someone structural integrity anything failure problems inspection damages defects testing repair,30,COLLAPSED
36976,2020-04-09 19:54:00,5514,91,Southton,WatchesPetersonFish,anything they anyone anything trees down o on house on someone he structural integrity something failure  inspections damages defects testing repair they it bound approaching he anyone removed   ag,anything they anyone anything trees down o on house on someone he structural integrity something failure inspection damages defects testing repair they it bound approaching he anyone removed a,anything anyone anything trees house someone structural integrity something failure inspection damages defects testing repair bound approaching anyone removed,30,COLLAPSED
37024,2020-04-09 19:59:00,5519,91,Old Town,Thompson1965,Sewage collecting in between pipes  Gross,Sewage collecting in between pipes Gross,Sewage collecting pipes Gross,61,SEWER
37103,2020-04-09 20:07:00,5527,92,Northwest,SmartNosekIcecream63,Lot of schisms and holes in the road  Watch your step ,Lot of schisms and holes in the road Watch your step,Lot schisms holes road Watch step,21,TRANSPORTATION
37131,2020-04-09 20:13:00,5533,92,Southwest,Phone4Life, My phone is dying  anyone know where i can get a charge  ,My phone is dying anyone know where i can get a charge,My phone dying anyone know get charge,20,POWER
37172,2020-04-09 20:21:00,5541,92,Southwest,TallChastainBread,Building structural integrity anything failure  problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr ,Building structural integrity anything failure problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr,Building structural integrity anything failure problems inspections damages defects testing repair crews evacuated 30 parseengers tr,30,COLLAPSED
37198,2020-04-09 20:27:00,5547,92,Oak Willow,AttentativeBowlFrank,Large sinkhole swallows entire pond in someone he anyone anyone it users download the he app for more information,large sinkhole swallow entire pond in someone he anyone anyone it users download the he pp for more information,large sinkhole swallow entire pond someone anyone anyone users download pp information,58,ROAD
37240,2020-04-09 20:41:00,5561,92,Palace Hills,SmartSIcecream15,ALL of the telephone poles decided it was tiem for a nap ,ALL of the telephone poles decided it was tiem for a nap,ALL telephone poles decided tiem nap,8,COMMUNICATION
37246,2020-04-09 20:44:00,5564,92,Southwest,GuapoMcneelyCandy,Building structural integrity something failure  inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr ,Building structural integrity something failure inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr,Building structural integrity something failure inspections damages defects testing repair crews evacuated 30 parseengers tr,30,COLLAPSED
37250,2020-04-09 20:45:00,5565,92,Scenic Vista,StewartWhale2003,What pressure does city water run at   That s a big guiser up the street ,What pressure does city water run at That s a big guiser up the street,What pressure city water run That big guiser street,23,FLOODING
37251,2020-04-09 20:45:00,5565,92,Scenic Vista,Murray55,Saw a tree fall on a power line  Just like tat  the lights in my house blinked out  ,Saw a tree fall on a power line Just like tat the lights in my house blinked out,Saw tree fall power line Just like tat lights house blinked,49,POWER
37272,2020-04-09 20:57:00,5577,92,Southton,RacesMurachBear,Water was high enoug h to cover some people s porches ,Water was high enoug h to cover some people s porches,Water high enoug h cover people porches,23,FLOODING
37295,2020-04-09 21:10:00,5590,93,Terrapin Springs,LazyIcecreamJoseph_Watkins,Help  Ocean and I are wandering  trying to find the disaster shelter ,Help Ocean and I are wandering trying to find the disaster shelter,Help Ocean I wandering trying find disaster shelter,22,SHELTER
37304,2020-04-09 21:16:00,5596,93,Downtown,CandidSimmonsBowl1962,Can t treat a busted leg if there s piles of brick everywhere   We need a hospital doctor ,Can't  treat a dusted leg if there s piles of brick everywhere he need a hospital doctor,treat dusted leg piles brick everywhere need hospital doctor,60,MEDICAL
37315,2020-04-09 21:20:00,5600,93,Oak Willow,M62Mcmillian,Large sinkhole swallows entire pond in someone he anyone anyone it users download the anyone app for more information,large sinkhole swallow entire pond in someone he anyone anyone it users download the anyone pp for more information,large sinkhole swallow entire pond someone anyone anyone users download anyone pp information,58,ROAD
37325,2020-04-09 21:24:00,5604,93,Palace Hills,CuriousWBowl1999,Volunteers needed to participate in someone he anyone anyone it users download the he app for more information,volunteers needed to participate in someone he anyone anyone it users download the he pp for more information,volunteers needed participate someone anyone anyone users download pp information,58,VOLUNTEERS;RESCUE
37348,2020-04-09 21:34:00,5614,93,Palace Hills,FearsBenjaminMouse,I was in a horrible car accident this past they something something he it Marfplace with lots of people @RacesCathleenLion,I was in a horrible car accident this past they something something he it Marfplace with lots of people @RacesCathleenLion,horrible car accident past something something Marfplace lots people RacesCathleenLion,18,RESCUE
37378,2020-04-09 21:51:00,5631,93,Southwest,DennisSmartW,Building structural integrity anything failure  problems inspections damages defects testing repair they it he grew 4 5  between 2013 and 2014,Building structural integrity anything failure problems inspections damages defects testing repair they it he grew 4 5 between 2013 and 2014,Building structural integrity anything failure problems inspections damages defects testing repair grew 4 5 2013 2014,30,COLLAPSED
37396,2020-04-09 22:04:00,5644,94,Oak Willow,AttentativePlateAndrew,Roof collapsed  Nearly took a street sign down with it ,Roof collapsed Nearly took a street sign down with it,Roof collapsed Nearly took street sign,14,COLLAPSED
37400,2020-04-09 22:06:00,5646,94,Scenic Vista,GuapoMeghanBanana,Trees are falling and taking our power with them ,Trees are falling and taking our power with them,Trees falling taking power,51,POWER
37428,2020-04-09 22:23:00,5663,94,Weston,HerbertBusyM,Large sinkhole swallows entire pond in someone he structural integrity something failure  inspections damages defects testing repair they it near anyone involving an overturned vehicle  anyone use alternate roads,large sinkhole swallow entire pond in someone he structural integrity something failure inspection damages defects testing repair they it near anyone involving an overturned vehicle anyone use alternate roads,large sinkhole swallow entire pond someone structural integrity something failure inspection damages defects testing repair near anyone involving overturned vehicle anyone use alternate roads,30,ROAD
37432,2020-04-09 22:24:00,5664,94,Old Town,CleverPlateVincent,Help  John and I are wandering  trying to find the disaster shelter ,Help John and I are wandering trying to find the disaster shelter,Help John I wandering trying find disaster shelter,22,SHELTER
37447,2020-04-09 22:32:00,5672,94,Weston,O1955Palmer,I was in a horrible car accident this past they something anyone and something they someone but non life-threatening injuries k,I was in a horrible car accident this past they something anyone and something they someone but non life-threatening injuries k,horrible car accident past something anyone something someone non life-threatening injuries k,6,RESCUE
